A01;规范服务;16
A02;安全作业;16
A03;劳动纪律;16
A04;团队协作;16
A05;包干卫生;16
A06;帐表规范;16
A07;损耗管理;16
A08;商品陈列;16
A09;进货管理;16
A10;质量管理;16
A11;计量管理;16
A12;设备管理;16
A13;资金管理;16
A14;发票管理;16
